date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:03:27	598/598	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:03:25%20GMT	https://tuev-thueringen.de/navigation/37b404140a9348239ee077f4823bc673	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/navigation/37b404140a9348239ee077f4823bc673	(from https://tuev-thueringen.de/)
09:03:28	337658/337658	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:28%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/sicherheitspruefungen-an-nutzfahrzeugen/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/sicherheitspruefungen-an-nutzfahrzeugen/index.html	(from https://tuev-thueringen.de/)
09:03:28	336511/336511	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:28%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/index.html	(from https://tuev-thueringen.de/)
09:03:28	336859/336859	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:28%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/wertgutachten-zustandsberichte/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/wertgutachten-zustandsberichte/index.html	(from https://tuev-thueringen.de/)
09:03:28	334726/334726	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:29%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/gefahrguttransport/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/gefahrguttransport/index.html	(from https://tuev-thueringen.de/)
09:03:29	337942/337942	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:29%20GMT	https://tuev-thueringen.de/gebaeude-anlagen/maschinen-und-anlagen/ortsbewegliche-druckgeraete/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/gebaeude-anlagen/maschinen-und-anlagen/ortsbewegliche-druckgeraete/index.html	(from https://tuev-thueringen.de/)
09:03:29	586/586	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:03:29%20GMT	https://tuev-thueringen.de/navigation/63c7667f1c8f42ceb158f3a51df92883	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/navigation/63c7667f1c8f42ceb158f3a51df92883	(from https://tuev-thueringen.de/)
09:03:29	342469/342469	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:29%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/index.html	(from https://tuev-thueringen.de/)
09:03:29	356144/356144	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:30%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/schadengutachten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/schadengutachten/index.html	(from https://tuev-thueringen.de/)
09:03:30	342309/342309	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:30%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/sofortgutachten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/sofortgutachten/index.html	(from https://tuev-thueringen.de/)
09:03:30	339848/339848	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:30%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/gebrauchtwagen-zertifikat/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/gebrauchtwagen-zertifikat/index.html	(from https://tuev-thueringen.de/)
09:03:30	574/574	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:03:30%20GMT	https://tuev-thueringen.de/navigation/7f1d35c60c7940d286760dc169370c01	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/navigation/7f1d35c60c7940d286760dc169370c01	(from https://tuev-thueringen.de/)
09:03:30	333824/333824	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:31%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/karosserievermessung/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/karosserievermessung/index.html	(from https://tuev-thueringen.de/)
09:03:31	332922/332922	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:31%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/leasingruecknahmegutachten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/leasingruecknahmegutachten/index.html	(from https://tuev-thueringen.de/)
09:03:31	327451/327451	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:31%20GMT	https://tuev-thueringen.de/certificate/index	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/certificate/index.html	(from https://tuev-thueringen.de/)
09:03:32	336858/336858	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:32%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/gebrauchtwagenmanagement/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/schaden-unfall-bewertungen/gebrauchtwagenmanagement/index.html	(from https://tuev-thueringen.de/)
09:03:32	345237/345237	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:32%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/oldtimergutachten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/kfz-dienstleistungen/oldtimer/oldtimergutachten/index.html	(from https://tuev-thueringen.de/)
09:03:32	354631/354631	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:32%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/index.html	(from https://tuev-thueringen.de/)
09:03:33	345836/345836	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:33%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/e-werkstatt/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/e-werkstatt/index.html	(from https://tuev-thueringen.de/)
09:03:33	215993/215993	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Jun%202024%2014:22:22%20GMT	https://tuev-thueringen.de/media/33/a1/82/1717597342/Herzlich-Willkommen-5.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/33/a1/82/1717597342/Herzlich-Willkommen-5.jpg	(from https://tuev-thueringen.de/)
09:03:33	348835/348835	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:33%20GMT	https://tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/gebaeude-anlagen/gebaeudetechnik/index.html	(from https://tuev-thueringen.de/)
09:03:33	332976/332976	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:34%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/hu-erinnerungsservice/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/hu-erinnerungsservice/index.html	(from https://tuev-thueringen.de/)
09:03:34	336140/336140	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:34%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/betreiberpflichten/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuer-autohaeuser-werkstaetten/betreiberpflichten/index.html	(from https://tuev-thueringen.de/)
09:03:34	255134/255134	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Oct%202021%2007:53:41%20GMT	https://tuev-thueringen.de/media/f0/f4/5d/1635494021/Herzlich-Willkommen-3.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/f0/f4/5d/1635494021/Herzlich-Willkommen-3.jpg	(from https://tuev-thueringen.de/)
09:03:34	342889/342889	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:34%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/index.html	(from https://tuev-thueringen.de/)
09:03:34	196008/196008	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Oct%202021%2007:48:44%20GMT	https://tuev-thueringen.de/media/73/82/37/1635493724/Herzlich-Willkommen-2.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/73/82/37/1635493724/Herzlich-Willkommen-2.jpg	(from https://tuev-thueringen.de/)
09:03:34	334726/334726	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:35%20GMT	https://tuev-thueringen.de/Mobilitaet-Verkehr/Kfz-Dienstleistungen/Gefahrguttransport/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/Mobilitaet-Verkehr/Kfz-Dienstleistungen/Gefahrguttransport/index-2.html	(from https://tuev-thueringen.de/)
09:03:35	333564/333564	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:35%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/ladungssicherheit/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/ladungssicherheit/index.html	(from https://tuev-thueringen.de/)
09:03:35	574/574	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2021%20Sep%202024%2004:03:35%20GMT	https://tuev-thueringen.de/Mobilitaet-Verkehr/Fahreignung-Tauglichkeit/Eignungsuntersuchung-fuer-Berufskraftfahrer/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/Mobilitaet-Verkehr/Fahreignung-Tauglichkeit/Eignungsuntersuchung-fuer-Berufskraftfahrer/index.html	(from https://tuev-thueringen.de/)
09:03:35	314457/314457	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Oct%202021%2008:20:01%20GMT	https://tuev-thueringen.de/media/5f/a0/95/1635495601/Herzlich-Willkommen-4.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/5f/a0/95/1635495601/Herzlich-Willkommen-4.jpg	(from https://tuev-thueringen.de/)
09:03:35	67864/67864	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Jul%202022%2015:10:24%20GMT	https://tuev-thueringen.de/media/67/c1/9b/1658761824/Karriere-Stellen-Jobs_Kachel_lq.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/67/c1/9b/1658761824/Karriere-Stellen-Jobs_Kachel_lq.jpg	(from https://tuev-thueringen.de/)
09:03:35	33763/33763	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2015:10:05%20GMT	https://tuev-thueringen.de/media/98/b1/fc/1641309005/E-Werkstatt-Teaser_klein_(1).jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/98/b1/fc/1641309005/E-Werkstatt-Teaser_klein_(1).jpg	(from https://tuev-thueringen.de/)
09:03:35	42448/42448	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2015:10:34%20GMT	https://tuev-thueringen.de/media/6b/a8/cc/1641309034/HU-Teaser-2_(1).jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/6b/a8/cc/1641309034/HU-Teaser-2_(1).jpg	(from https://tuev-thueringen.de/)
09:03:36	24834/24834	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jan%202022%2009:14:24%20GMT	https://tuev-thueringen.de/media/ea/a2/3f/1641460464/ID-E-Druckspeicher-Pruefung-Teaser_klein.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/ea/a2/3f/1641460464/ID-E-Druckspeicher-Pruefung-Teaser_klein.jpg	(from https://tuev-thueringen.de/)
09:03:36	337104/337104	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:36%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/sicherer-kranken-und-behindertentransfer/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/sicherer-kranken-und-behindertentransfer/index.html	(from https://tuev-thueringen.de/)
09:03:36	42404/42404	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2015:03:51%20GMT	https://tuev-thueringen.de/media/f8/fa/07/1641308631/Standort-Teaser-2_klein.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/f8/fa/07/1641308631/Standort-Teaser-2_klein.jpg	(from https://tuev-thueringen.de/)
09:03:36	25224/25224	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Jan%202022%2009:14:25%20GMT	https://tuev-thueringen.de/media/cb/4a/e2/1641460464/Zertifikats-Gueltigkeit-Check-klein.jpg	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/media/cb/4a/e2/1641460464/Zertifikats-Gueltigkeit-Check-klein.jpg	(from https://tuev-thueringen.de/)
09:03:37	337227/337227	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:37%20GMT	https://tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/sicherheit-im-busbetrieb/	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/mobilitaet-verkehr/service-fuhrparks/sicherheit-im-busbetrieb/index.html	(from https://tuev-thueringen.de/)
09:03:37	352705/352705	---M-Z	200	added ('OK')	text/html	date:Sat,%2021%20Sep%202024%2004:03:37%20GMT	https://tuev-thueringen.de/blog/trgs-529-so-verbessern-die-neuen-regelungen-die-betriebssicherheit-von-biogasanlagen	C:/My%20Web%20Sites/german%20project/tuev-thueringen.de/blog/trgs-529-so-verbessern-die-neuen-regelungen-die-betriebssicherheit-von-biogasanlagen.html	(from https://tuev-thueringen.de/)
